Row: 4, Column: 7, Value: 1.719635, Write index:, 17, Dense read location: 29, Dense read value 0.971509
Row: 4, Column: 8, Value: 2.460554, Write index:, 17, Dense read location: 33, Dense read value 0.403091
Row: 4, Column: 17, Value: 2.110648, Write index:, 17, Dense read location: 69, Dense read value -0.040744
Row: 4, Column: 25, Value: 2.159555, Write index:, 17, Dense read location: 101, Dense read value 0.845506
Row: 5, Column: 4, Value: 0.811796, Write index:, 21, Dense read location: 17, Dense read value 0.053288
Row: 5, Column: 5, Value: 0.824548, Write index:, 21, Dense read location: 21, Dense read value -0.024914
Row: 5, Column: 7, Value: 1.298796, Write index:, 21, Dense read location: 29, Dense read value 0.971509
Row: 5, Column: 21, Value: 0.760007, Write index:, 21, Dense read location: 85, Dense read value -0.267978
Row: 0, Column: 1, Value: 2.161374, Write index:, 1, Dense read location: 5, Dense read value -1.004941
Row: 0, Column: 15, Value: 1.857659, Write index:, 1, Dense read location: 61, Dense read value 0.930016
Row: 0, Column: 20, Value: 1.491732, Write index:, 1, Dense read location: 81, Dense read value 0.274816
Row: 0, Column: 26, Value: 2.355131, Write index:, 1, Dense read location: 105, Dense read value 0.230988
Row: 1, Column: 1, Value: 1.419180, Write index:, 5, Dense read location: 5, Dense read value -1.004941
Row: 1, Column: 6, Value: 1.689804, Write index:, 5, Dense read location: 25, Dense read value -0.254516
Row: 1, Column: 22, Value: 1.010414, Write index:, 5, Dense read location: 89, Dense read value 0.013768
Row: 1, Column: 28, Value: 1.242319, Write index:, 5, Dense read location: 113, Dense read value -2.053474
Row: 6, Column: 7, Value: 2.534968, Write index:, 25, Dense read location: 29, Dense read value 0.971509
Row: 6, Column: 16, Value: 1.119498, Write index:, 25, Dense read location: 65, Dense read value 0.013238
Row: 6, Column: 22, Value: 1.952294, Write index:, 25, Dense read location: 89, Dense read value 0.013768
Row: 6, Column: 31, Value: 2.008264, Write index:, 25, Dense read location: 125, Dense read value -0.130485
Row: 7, Column: 1, Value: 1.388301, Write index:, 29, Dense read location: 5, Dense read value -1.004941
